"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr.(MU.and.Non-MU)","Cum.UG.Overall.Earned.CrHr.(MU.and.Non-MU)"
8235926,"202210",15,15,44
8235926,"202220",15,15,59
8235926,"202310",15,15,74
8235926,"202320",15,15,89
8235926,"202410",12,12,101
8235926,"202415",3,3,104
8235926,"202420",15,15,119
8236003,"202110",16,42,42
8236003,"202120",15,15,57
8236003,"202130",3,6,63
8236003,"202210",16,16,79
8236003,"202220",0,12.25,91.25
8236003,"202310",15,15,106.25
8236003,"202315",3,3,109.25
8236003,"202320",12,15,124.25
8236003,"202410",12,12,136.25
8236003,"202420",15,15,151.25
8236114,"202110",15,15,15
8236114,"202120",16,16,31
8236114,"202210",14,14,45
8236114,"202220",15,15,60
8236114,"202310",16,16,76
8236114,"202320",15,15,91
8236114,"202410",17,17,108
8236114,"202420",19,19,127
8236405,"202110",17,36,36
8236405,"202120",15,15,51
8236405,"202210",16,16,67
8236405,"202220",15,15,82
8236405,"202310",15,15,97
8236405,"202320",15,15,112
8236405,"202410",12,12,124
8236405,"202420",12,12,136
8236496,"202110",16,19,19
8236496,"202120",17,17,36
8236496,"202130",0,6,NA
8236496,"202210",18,18,60
8236496,"202220",18,18,78
8236496,"202310",18,18,96
8236496,"202320",18,18,114
8236496,"202410",22,22,136
8236496,"202420",15,15,151
8236572,"202110",17,48,48
8236572,"202120",12,12,60
8236572,"202210",17,17,77
8236572,"202220",16,16,93
8236572,"202310",15,15,108
8236572,"202320",18,18,126
8236572,"202330",0,6,132
8236572,"202410",19,19,151
8237593,"202120",18,18,18
8237593,"202210",18,18,36
8237593,"202220",19,19,55
8237593,"202310",20,20,75
8237593,"202320",20,20,95
8237593,"202410",12,12,107
8237593,"202420",15,15,122
8237593,"202430",0,0,122
8237593,"202510",NA,NA,122
8237729,"202110",13,67,67
8237729,"202120",16,16,83
8237729,"202210",12,12,95
8237729,"202220",16,16,111
8237729,"202310",12,12,123
8237729,"202320",12,12,135
8237729,"202410",0,0,135
8237792,"202110",15,64,64
8237792,"202120",12,12,76
8237792,"202210",15,15,91
8237792,"202220",15,15,106
8237792,"202310",15,18,124
8237792,"202320",15,15,139
8237792,"202410",0,0,139
8237792,"202415",0,0,139
8237792,"202420",0,0,139
8237816,"202110",15,46,46
8237816,"202120",15,15,61
8237816,"202210",15,15,76
8237816,"202220",17,17,93
8237816,"202310",17,17,110
8237816,"202315",6,6,116
8237816,"202320",15,15,131
8237816,"202410",0,0,131
8237816,"202415",0,0,131
8237816,"202420",0,0,131
8237939,"202110",15,45,45
8237939,"202120",15,15,60
8237939,"202210",16,16,76
8237939,"202215",3,3,79
8237939,"202220",16,16,95
8237939,"202310",18,18,113
8237939,"202315",6,6,119
8237939,"202320",18,18,137
8237939,"202330",3,3,140
8237939,"202410",6,6,146
8237939,"202415",0,0,146
8237939,"202420",0,0,146
8237988,"202110",16,58,58
8237988,"202120",15,15,73
8237988,"202210",14,14,87
8237988,"202215",3,3,90
8237988,"202220",15,15,105
8237988,"202310",15,15,120
8237988,"202315",3,3,123
8237988,"202320",15,15,138
8237988,"202330",6,6,144
8237988,"202410",15,15,159
8237988,"202420",17,17,176
8238764,"202110",17,36,36
8238764,"202120",15,15,51
8238764,"202210",15,15,66
8238764,"202220",15,15,81
8238764,"202310",15,15,96
8238764,"202320",12,12,108
8238764,"202410",12,12,120
8238764,"202420",12,12,132
8238809,"202110",14,38,38
8238809,"202120",12,12,50
8238809,"202210",16,16,66
8238809,"202220",14,14,80
8238895,"202110",16,68,68
8238895,"202120",15,15,83
8238895,"202210",15,15,98
8238895,"202220",12,12,110
8238895,"202310",15,15,125
8238895,"202320",15,15,140
8238895,"202410",12,12,152
8238895,"202420",15,15,167
8239036,"202110",15,38,38
8239036,"202120",18,18,56
8239036,"202210",15,15,71
8239036,"202220",15,15,86
8239036,"202310",15,15,101
8239036,"202320",12,12,113
8239036,"202410",12,12,125
8239036,"202420",14,14,139
8239451,"202110",14,14,14
8239451,"202120",17,17,31
8239451,"202210",12,12,43
8239451,"202220",12,12,55
8239451,"202310",15,15,70
8239451,"202320",15,15,85
8239451,"202410",15,18,103
8239451,"202420",16,16,119
8240091,"202110",0,3,NA
8240091,"202210",17,20,23
8240091,"202215",3,3,26
8240091,"202220",15,15,41
8240091,"202310",15,15,56
8240091,"202320",15,15,71
8240091,"202410",0,12,83
8240091,"202420",15,15,98
8240091,"202510",NA,NA,98
8240124,"202110",15,76,76
8240124,"202120",15,15,91
8240124,"202210",15,15,106
8240124,"202220",15,15,121
8240124,"202230",6,6,127
8240124,"202310",12,12,139
8240124,"202320",16.5,16.5,155.5
8240124,"202410",15,15,170.5
8240124,"202420",13,13,183.5
8241122,"202210",15,48,48
8241122,"202220",16,16,64
8241122,"202310",16,16,80
8241122,"202320",15,15,95
8241122,"202410",12,12,107
8241122,"202420",12,12,119
8241122,"202510",NA,NA,119
8241959,"202110",14,41,41
8241959,"202120",15,15,56
8241959,"202210",14,14,70
8241959,"202220",16,16,86
8241959,"202310",15,15,101
8241959,"202320",15,15,116
8241959,"202410",16,16,132
8241959,"202420",15,15,147
8242001,"202110",15,44,44
8242001,"202120",12,12,56
8242001,"202130",3,3,59
8242001,"202210",16,16,75
8242001,"202220",0,15.5,90.5
8242001,"202310",15,15,105.5
8242001,"202320",15,15,120.5
8242001,"202410",14,14,134.5
8242001,"202420",14,14,148.5
8242136,"202110",15,36,36
8242136,"202115",4,4,40
8242136,"202120",12,12,52
8242136,"202210",15,15,67
8242136,"202220",15,15,82
8242136,"202230",3,3,85
8242136,"202310",12,12,97
8242136,"202315",6,6,103
8242136,"202320",12,12,115
8242136,"202410",13,13,128
8242136,"202420",12,12,140
8242848,"202110",15,51,51
8242848,"202120",15,15,66
8242848,"202210",15,15,81
8242848,"202220",16,16,97
8242848,"202310",15,15,112
8242848,"202320",15,15,127
8242848,"202410",15,15,142
8242848,"202420",15,15,157
8242896,"202110",15,40,40
8242896,"202115",3,3,43
8242896,"202120",16,16,59
8242896,"202130",3,3,62
8242896,"202210",15,15,77
8242896,"202215",3,3,80
8242896,"202220",15,15,95
8242896,"202310",15,15,110
8242896,"202315",6,6,116
8242896,"202320",15,15,131
8242896,"202410",15,15,146
8242896,"202420",12,12,158
8243232,"202110",15,15,15
8243232,"202120",14,14,29
8243232,"202210",16,16,45
8243232,"202220",15,15,60
8243232,"202310",13,13,73
8243232,"202315",3,3,76
8243232,"202320",9,9,85
8243232,"202330",6,6,91
8243232,"202410",12,12,103
8243232,"202415",3,3,106
8243232,"202420",18,18,124
8243561,"202110",16,21,21
8243561,"202115",1,1,22
8243561,"202120",17,17,39
8243561,"202210",16,16,55
8243561,"202220",18,18,73
8243561,"202310",19,19,92
8243561,"202320",20,20,112
8243561,"202410",19,19,131
8243561,"202415",6,6,137
8243561,"202420",15,15,152
8243761,"202110",16,47,47
8243761,"202120",14,14,61
8243761,"202210",16,16,77
8243761,"202220",15,15,92
8243761,"202310",15,15,107
8243761,"202315",0,3,110
8243761,"202320",12,12,122
8243761,"202410",0,0,122
8243761,"202415",0,0,122
8243761,"202420",0,0,122
8245499,"202110",13,13,13
8245499,"202120",12,12,25
8245499,"202210",16,16,41
8245499,"202220",15,15,56
8245502,"202110",12,23,23
8245502,"202120",14,14,37
8245502,"202130",3,3,40
8245502,"202210",12,12,52
8245502,"202215",3,3,55
8245502,"202220",15,15,70
8245502,"202230",3,3,73
8245502,"202310",15,15,88
8245502,"202315",3,3,91
8245502,"202320",18,18,109
8245502,"202330",3,3,112
8245502,"202410",18,18,130
8245502,"202420",18,18,148
8246329,"202110",16,25,25
8246329,"202115",3,3,28
8246329,"202120",16,16,44
8246329,"202210",15,15,59
8246329,"202220",17,17,76
8246329,"202310",16,16,92
8246329,"202320",15,15,107
8246329,"202410",15,15,122
8246329,"202420",12,12,134
8246520,"202110",17,69,69
8246520,"202120",16,16,85
8246520,"202210",15,15,100
8246520,"202220",15,15,115
8246520,"202310",15,15,130
8246520,"202315",6,6,136
8246520,"202320",15,15,151
8246894,"202110",15,64,64
8246894,"202120",15,15,79
8246894,"202210",15,15,94
8246894,"202220",0,16,110
8246894,"202310",15,15,125
8246894,"202320",18,18,143
8246894,"202410",18,18,161
8246894,"202415",3,3,164
8246913,"202110",17,38,38
8246913,"202115",3,3,41
8246913,"202120",15,15,56
8246913,"202210",12,12,68
8246913,"202220",12,12,80
8246913,"202310",12,12,92
8246913,"202320",13,13,105
8246913,"202330",3,3,108
8246913,"202410",12,12,120
8246913,"202415",3,3,123
8246913,"202420",15,15,138
8246913,"202430",3,6,144
8247640,"202110",15,39,39
8247640,"202120",16,16,55
8247640,"202210",15,15,70
8247640,"202220",17,17,87
8247640,"202310",15,15,102
8247640,"202320",12,12,114
8247640,"202410",0,0,114
8247640,"202415",0,0,114
8247640,"202420",0,0,114
8248087,"202110",15,45,45
8248087,"202120",13,13,58
8248087,"202210",15,15,73
8248087,"202220",16,16,89
8248087,"202230",9,9,98
8248087,"202310",15,15,113
8248087,"202320",15,15,128
8248087,"202410",13.5,13.5,141.5
8248087,"202420",12,12,153.5
8248246,"202110",14,23,23
8248246,"202120",12,12,35
8248246,"202210",17,17,52
8248246,"202220",14,14,66
8248246,"202310",0,16,82
8248246,"202320",15,15,97
8248246,"202410",15,15,112
8248246,"202420",12,12,124
8248382,"202110",15,36,36
8248382,"202120",15,15,51
8248382,"202210",15,15,66
8248382,"202220",16,16,82
8248382,"202310",15,15,97
8248382,"202320",15,15,112
8248382,"202410",15,15,127
8248382,"202420",12,12,139
8248778,"202110",15,39,39
8248778,"202115",3,3,42
8248778,"202120",15,15,57
8248778,"202210",15,15,72
8248778,"202220",15,15,87
8248778,"202230",9,9,96
8248778,"202310",15,15,111
8248778,"202320",12,12,123
8248778,"202410",0,0,123
8248778,"202415",0,0,123
8248778,"202420",0,0,123
8249032,"202110",15,66,66
8249032,"202120",16,16,82
8249032,"202210",12,12,94
8249032,"202220",12,12,106
8249032,"202310",12,12,118
8249032,"202320",12,12,130
8249032,"202410",0,0,130
8249032,"202420",0,0,130
8249462,"202110",17,17,17
8249462,"202120",9,9,26
8249462,"202210",17,17,43
8249462,"202220",12,12,55
8249462,"202230",6,6,61
8249462,"202320",10,10,71
8249700,"202110",17,30,30
8249700,"202120",15,15,45
8249700,"202210",14,14,59
8249700,"202215",3,3,62
8249700,"202220",16,16,78
8249700,"202310",13,13,91
8249700,"202315",6,6,97
8249700,"202320",9,9,106
8249700,"202410",15,15,121
8249700,"202415",3,3,124
8249700,"202420",12,12,136
8250686,"202110",17,49,49
8250686,"202120",17,17,66
8250686,"202210",18,18,84
8250686,"202220",18,18,102
8250686,"202310",15,15,117
8250686,"202320",17,17,134
8250686,"202410",17,17,151
8250686,"202420",12,12,163
8251048,"202110",13,27,27
8251048,"202115",3,3,30
8251048,"202120",15,15,45
8251048,"202130",3,3,48
8251048,"202210",15,15,63
8251048,"202215",3,3,66
8251048,"202220",15,15,81
8251048,"202310",17,17,98
8251048,"202315",3,3,101
8251048,"202320",15,15,116
8251048,"202410",15,15,131
8251048,"202420",12,12,143
8251072,"202110",16,36,36
8251072,"202120",14,14,50
8251072,"202210",16,16,66
8251072,"202215",3,3,69
8251072,"202220",16,16,85
8251072,"202230",9,9,94
8251072,"202310",15,15,109
8251072,"202315",3,3,112
8251072,"202320",15,15,127
8251072,"202410",16,16,143
8251072,"202415",3,3,146
8251072,"202420",15,15,161
8251114,"202110",15,38,38
8251114,"202120",6,6,44
8251114,"202210",12,12,56
8251114,"202220",15,15,71
8251114,"202310",15,15,86
8251114,"202320",15,15,101
8251114,"202410",15,15,116
8251114,"202415",3,3,119
8251114,"202420",12,12,131
8251501,"202110",12,12,12
8251501,"202120",14,14,26
8251501,"202210",15,15,41
8251501,"202220",12,12,53
8251501,"202310",14,14,67
8251501,"202315",6,6,73
8251501,"202320",12,12,85
8251501,"202330",0,3,NA
8251501,"202410",14,14,102
8251501,"202415",6,6,108
8251501,"202420",8,8,116
8260957,"202110",15,45,45
8260957,"202120",15,15,60
8260957,"202210",15,15,75
8260957,"202220",15,15,90
8260957,"202310",15,15,105
8260957,"202320",15,15,120
8260957,"202410",15,15,135
8260957,"202420",14,14,149
8261450,"202110",16,16,16
8261450,"202120",16,16,32
8261450,"202210",15,15,47
8261450,"202220",16,16,63
8261450,"202310",13.5,13.5,76.5
8261450,"202320",16.5,16.5,93
8261450,"202410",16.5,16.5,109.5
8261450,"202420",15,15,124.5
8262661,"202010",3,3,3
8262661,"202020",3,3,6
8262661,"202110",3,3,9
8262661,"202120",3,3,12
8262661,"202210",17,24,36
8262661,"202220",13,13,49
8262661,"202310",15,15,64
8262661,"202320",12,12,76
8262661,"202410",15,15,91
8262661,"202415",3,3,94
8262661,"202420",15,15,109
8262661,"202510",NA,NA,109
8262661,"202515",NA,NA,109
8263482,"202210",15,45,45
8263482,"202220",13,13,58
8263482,"202310",15,15,73
8263482,"202315",3,3,76
8263482,"202320",12,12,88
8263482,"202410",12,12,100
8263482,"202420",12,12,112
8263482,"202510",NA,NA,112
8264086,"202020",4,4,4
8264086,"202030",3,3,7
8264086,"202110",3,3,10
8264086,"202120",3,3,13
8264086,"202210",12,28,41
8264086,"202220",15,15,56
8264086,"202310",15,15,71
8264086,"202315",3,3,74
8264086,"202320",16,16,90
8264086,"202410",14,14,104
8264086,"202420",12,12,116
8264086,"202510",NA,NA,116
8264603,"202010",18,56,56
8264603,"202015",3,3,59
8264603,"202020",14,14,73
8264603,"202030",9,9,82
8264603,"202110",18,18,100
8264603,"202115",2,2,102
8264603,"202120",16,16,118
8264603,"202210",17,17,135
8264603,"202215",3,3,138
8264603,"202220",18,18,156
8265510,"202010",17,30,30
8265510,"202020",15,15,45
8265510,"202110",18,18,63
8265510,"202120",18,18,81
8265510,"202210",18,18,99
8265510,"202215",3,3,102
8265510,"202220",18,18,120
8265510,"202310",19,19,139
8265510,"202320",15,15,154
8266656,"202010",14,35,35
8266656,"202020",14,14,49
8266656,"202110",15,15,64
8266656,"202120",15,15,79
8266656,"202210",15,15,94
8266656,"202220",15,15,109
8266656,"202310",17,17,126
8266656,"202320",15,15,141
8268360,"202010",16,16,16
8268360,"202020",17,17,33
8268360,"202110",19,19,52
8268360,"202120",18,18,70
8268360,"202210",18,21,91
8268360,"202220",15,15,106
8268360,"202230",0,0,106
8268360,"202310",6,9,115
8268360,"202315",0,0,115
8268360,"202320",3,3,118
8273273,"202010",17,45,45
8273273,"202020",15,15,60
8273273,"202110",16,16,76
8273273,"202115",3,3,79
8273273,"202120",14,14,93
8273273,"202130",3,3,96
8273273,"202210",15,15,111
8273273,"202220",15,15,126
8273273,"202310",0,0,126
8273273,"202315",0,0,126
8273273,"202320",0,0,126
8274007,"202010",19,32,32
8274007,"202020",20,20,52
8274007,"202110",20,20,72
8274007,"202120",19,19,91
8274007,"202130",0,0,91
8274007,"202210",17,20,111
8274007,"202220",18,18,129
8274007,"202230",0,0,129
8274007,"202310",18,18,147
8274007,"202320",18,18,165
8274526,"202010",13.5,28.5,28.5
8274526,"202020",15,15,43.5
8274526,"202110",15,15,58.5
8274526,"202120",19,19,77.5
8274526,"202210",16,16,93.5
8274526,"202215",3,3,96.5
8274526,"202220",17,17,113.5
8274526,"202230",3,3,116.5
8274526,"202310",13,13,129.5
8274526,"202320",16,16,145.5
8275768,"201930",6,6,6
8275768,"202010",15,21,27
8275768,"202020",13,13,40
8275768,"202110",13,13,53
8275768,"202120",15,15,68
8275768,"202210",12,12,80
8275768,"202220",15,15,95
8275768,"202310",12,12,107
8275768,"202320",12,12,119
8275768,"202410",0,0,119
8275768,"202415",0,0,119
8275768,"202420",0,0,119
8275990,"202010",15,15,15
8275990,"202015",3,3,18
8275990,"202020",15,15,33
8275990,"202110",14,14,47
8275990,"202120",15,15,62
8275990,"202210",15,15,77
8275990,"202215",6,6,83
8275990,"202220",12,12,95
8275990,"202230",3,3,98
8275990,"202310",15,15,113
8275990,"202320",18,18,131
8276788,"202010",18,18,18
8276788,"202020",17,17,35
8276788,"202110",19,19,54
8276788,"202120",18,18,72
8276788,"202210",17,20,92
8276788,"202220",15,15,107
8276788,"202230",0,0,107
8276788,"202310",20,20,127
8276788,"202320",21,21,148
8276875,"202010",16,16,16
8276875,"202020",17,17,33
8276875,"202110",18,18,51
8276875,"202120",16,16,67
8276875,"202210",19,19,86
8276875,"202220",19,19,105
8276875,"202230",0,0,105
8276875,"202310",18,21,126
8276875,"202320",19,19,145
8276925,"202010",16,16,16
8276925,"202020",14,14,30
8276925,"202110",15,15,45
8276925,"202120",12,12,57
8276925,"202210",15,15,72
8276925,"202220",15,15,87
8276925,"202310",18,18,105
8276925,"202320",21,21,126
8277031,"202010",16,16,16
8277031,"202020",17,17,33
8277031,"202210",17,17,50
8277031,"202220",19,19,69
8277031,"202230",0,0,69
8277031,"202310",21,21,90
8277031,"202320",12,15,105
8277031,"202330",0,0,105
8277031,"202410",21,21,126
8277031,"202420",17,20,146
8277355,"202010",14,39,39
8277355,"202020",16,16,55
8277355,"202110",0,10,NA
8277355,"202120",15,15,80
8277355,"202210",15,15,95
8277355,"202220",15,15,110
8277355,"202310",15,15,125
8277355,"202320",12,12,137
8277355,"202410",14,14,151
8277469,"202010",14,14,14
8277469,"202020",11,11,25
8277469,"202030",0,0,25
8277469,"202110",15,15,40
8277469,"202120",12,12,52
8277469,"202210",12,12,64
8277469,"202220",12,12,76
8277469,"202310",9,9,85
8277469,"202315",6,6,91
8277469,"202320",16,16,107
8277469,"202330",3,3,110
8277469,"202410",16,16,126
8278735,"202010",17,17,17
8278735,"202020",14,14,31
8278735,"202030",0,18,NA
8278735,"202110",18,18,67
8278735,"202120",18,18,85
8278735,"202210",20,20,105
8278735,"202220",21,21,126
8278735,"202230",0,0,126
8278735,"202310",14,14,140
8278739,"202010",11,11,11
8278739,"202020",20,20,31
8278739,"202110",15,15,46
8278739,"202120",17,17,63
8278739,"202210",12,12,75
8278739,"202220",18,18,93
8278739,"202230",0,0,93
8278739,"202310",15,15,108
8278739,"202320",9,9,117
8279077,"202010",15,39,39
8279077,"202020",12,12,51
8279077,"202110",16,16,67
8279077,"202115",3,3,70
8279077,"202120",16,16,86
8279077,"202210",15,15,101
8279077,"202220",15,15,116
8279077,"202310",15,15,131
8279077,"202315",6,6,137
8279077,"202320",12,12,149
8279285,"202010",14,34,34
8279285,"202020",14,14,48
8279285,"202030",0,5,NA
8279285,"202110",15,15,68
8279285,"202120",12,12,80
8279285,"202130",0,0,80
8279285,"202210",6,6,86
8279285,"202215",6,6,92
8279285,"202220",15,15,107
8279285,"202230",9,9,116
8279285,"202310",16,16,132
8279285,"202315",3,3,135
8279285,"202320",18,18,153
8279703,"202010",17,20,20
8279703,"202020",18,18,38
8279703,"202110",19,19,57
8279703,"202115",3,3,60
8279703,"202120",18,18,78
8279703,"202130",3,6,84
8279703,"202210",16,16,100
8279703,"202220",0,16,116
8279703,"202230",6,6,122
8279703,"202310",18,18,140
8279703,"202320",18,18,158
8280063,"202010",15,15,15
8280063,"202015",3,3,18
8280063,"202020",15.5,15.5,33.5
8280063,"202110",15,15,48.5
8280063,"202115",3,3,51.5
8280063,"202120",13,13,64.5
8280063,"202130",9,9,73.5
8280063,"202210",15,15,88.5
8280063,"202215",3,3,91.5
8280063,"202220",18,18,109.5
8280063,"202230",6,6,115.5
8280063,"202310",15,15,130.5
8280063,"202315",3,3,133.5
8280063,"202320",13,13,146.5
8280174,"202010",17,25,25
8280174,"202020",15.5,15.5,40.5
8280174,"202110",12,12,52.5
8280174,"202120",15,15,67.5
8280174,"202210",12,15,82.5
8280174,"202220",12,12,94.5
8280174,"202230",3,3,97.5
8280174,"202310",15,15,112.5
8280174,"202320",16,16,128.5
8280433,"202010",18,45,45
8280433,"202020",14,14,59
8280433,"202110",18,18,77
8280433,"202120",18,18,95
8280433,"202210",19,19,114
8280433,"202220",18,18,132
8280433,"202310",15,15,147
8280433,"202320",15,15,162
8280700,"202010",15,18,18
8280700,"202015",3,3,21
8280700,"202020",14,14,35
8280700,"202110",16,16,51
8280700,"202115",3,3,54
8280700,"202120",15,15,69
8280700,"202210",15,15,84
8280700,"202215",3,3,87
8280700,"202220",15,15,102
8280700,"202310",17,17,119
8280700,"202315",3,3,122
8280700,"202320",12,12,134
8281275,"202010",18,33,33
8281275,"202020",17,17,50
8281275,"202110",15,15,65
8281275,"202115",3,3,68
8281275,"202120",15,15,83
8281275,"202210",19,19,102
8281275,"202220",20,20,122
8281275,"202230",3,6,128
8281275,"202310",19,19,147
8281275,"202315",3,3,150
8281275,"202320",15,15,165
8281767,"202010",17,26,26
8281767,"202020",10,10,36
8281767,"202110",6,6,42
8281767,"202115",3,3,45
8281767,"202120",0,0,45
8281767,"202210",9,9,54
8281767,"202220",12,12,66
8281767,"202310",15,15,81
8281767,"202315",3,3,84
8281767,"202320",16,19,103
8281767,"202410",14,14,117
8281767,"202415",3,3,120
8281767,"202420",14,14,134
8281982,"202010",17,23,23
8281982,"202020",15,15,38
8281982,"202110",15,15,53
8281982,"202120",12,12,65
8281982,"202210",16,16,81
8281982,"202220",14,14,95
8281982,"202310",15,18,113
8281982,"202320",13,13,126
8282747,"202010",15,50,50
8282747,"202020",15,15,65
8282747,"202110",15,15,80
8282747,"202115",3,3,83
8282747,"202120",17,17,100
8282747,"202210",15,15,115
8282747,"202215",3,3,118
8282747,"202220",15,15,133
8282747,"202310",3,3,136
8282747,"202315",0,0,136
8282747,"202320",0,0,136
8282974,"202010",17,17,17
8282974,"202020",16,16,33
8282974,"202110",15,15,48
8282974,"202120",12,12,60
8282974,"202130",3,3,63
8282974,"202210",15,15,78
8282974,"202220",15,15,93
8282974,"202310",17,17,110
8282974,"202320",14,14,124
8283170,"202010",15,20,20
8283170,"202020",14,14,34
8283170,"202110",16,16,50
8283170,"202120",15,15,65
8283170,"202210",13,13,78
8283170,"202215",3,3,81
8283170,"202220",15,15,96
8283170,"202310",15,15,111
8283170,"202315",3,3,114
8283170,"202320",15,15,129
8283359,"202010",16,28,28
8283359,"202015",3,3,31
8283359,"202020",15,15,46
8283359,"202110",15,15,61
8283359,"202115",3,3,64
8283359,"202120",15,15,79
8283359,"202210",15,15,94
8283359,"202215",3,3,97
8283359,"202220",15,15,112
8283359,"202310",13,13,125
8283359,"202315",6,6,131
8283359,"202320",12,12,143
8283387,"202010",17,30,30
8283387,"202020",15,15,45
8283387,"202110",16,16,61
8283387,"202120",17,17,78
8283387,"202130",9,9,87
8283387,"202210",15,15,102
8283387,"202220",18,18,120
8283387,"202310",18,18,138
8283387,"202320",15,15,153
8283387,"202410",0,0,153
8283387,"202415",0,0,153
8283387,"202420",0,0,153
8284065,"202010",15,53,53
8284065,"202020",16,16,69
8284065,"202110",15,15,84
8284065,"202120",15,15,99
8284065,"202210",18,18,117
8284065,"202220",0,16,133
8284065,"202310",12,12,145
8284065,"202320",13,13,158
8284203,"202010",10,34,34
8284203,"202020",15,15,49
8284203,"202110",14,14,63
8284203,"202120",14,14,77
8284203,"202210",15,15,92
8284203,"202220",16,16,108
8284203,"202310",15,15,123
8284203,"202320",12,12,135
8284510,"202010",16,16,16
8284510,"202020",17,17,33
8284510,"202110",18,18,51
8284510,"202120",16,16,67
8284510,"202210",21,21,88
8284510,"202220",21,21,109
8284510,"202230",0,3,112
8284510,"202310",20,20,132
8284510,"202320",18,18,150
8284604,"202010",16,16,16
8284604,"202020",17,17,33
8284604,"202110",15,15,48
8284604,"202210",17,17,65
8284604,"202220",17,17,82
8284604,"202230",0,0,82
8284604,"202310",17,17,99
8284604,"202320",15,15,114
8284604,"202330",0,0,114
8284604,"202410",19,19,133
8284681,"202010",17,43,43
8284681,"202020",16,16,59
8284681,"202030",3,3,62
8284681,"202110",16,16,78
8284681,"202120",16,16,94
8284681,"202130",3,3,97
8284681,"202210",15,15,112
8284681,"202220",16,16,128
8284681,"202310",15,15,143
8284681,"202315",6,6,149
8284681,"202320",12,12,161
8285262,"202010",18,133,133
8285262,"202020",18,18,151
8285262,"202110",18,18,169
8285262,"202120",18,18,187
8285262,"202210",14,14,201
8285262,"202220",12,12,213
8285592,"202010",17,40,40
8285592,"202020",15,15,55
8285592,"202110",15,15,70
8285592,"202120",15,15,85
8285592,"202210",12,12,97
8285592,"202220",0,0,97
8285592,"202310",0,0,97
8285592,"202320",0,0,97
8286290,"202010",15,55,55
8286290,"202020",14,14,69
8286290,"202110",14,14,83
8286290,"202120",16.5,16.5,99.5
8286290,"202210",15,15,114.5
8286290,"202220",12,12,126.5
8286290,"202310",12,15,141.5
8286290,"202320",12,12,153.5
8286362,"202010",16,37,37
8286362,"202020",15,15,52
8286362,"202110",16,16,68
8286362,"202120",14,14,82
8286362,"202210",15,15,97
8286362,"202215",3,3,100
8286362,"202220",15,15,115
8286362,"202310",0,16,131
8286362,"202315",3,3,134
8286362,"202320",18,18,152
8286386,"202010",15,39,39
8286386,"202015",3,3,42
8286386,"202020",14,14,56
8286386,"202030",3,3,59
8286386,"202110",16,16,75
8286386,"202120",15,15,90
8286386,"202210",15,15,105
8286386,"202220",18,18,123
8286386,"202310",16,16,139
8286386,"202320",12,12,151
8286870,"202010",17,44,44
8286870,"202020",15,15,59
8286870,"202110",15,15,74
8286870,"202120",15,15,89
8286870,"202210",15,15,104
8286870,"202215",3,3,107
8286870,"202220",15,15,122
8286870,"202310",0,0,122
8286870,"202315",0,0,122
8286870,"202320",0,0,122
8287137,"202010",16,47,47
8287137,"202020",15,15,62
8287137,"202110",15,15,77
8287137,"202120",15,15,92
8287137,"202210",15,15,107
8287137,"202220",15,15,122
8287137,"202310",15,15,137
8287137,"202320",12,12,149
8287192,"202010",15,24,24
8287192,"202020",15,15,39
8287192,"202110",16,16,55
8287192,"202120",15,15,70
8287192,"202130",3,3,73
8287192,"202210",15,15,88
8287192,"202220",15,15,103
8287192,"202310",15,15,118
8287192,"202315",6,6,124
8287192,"202320",12,12,136
8287397,"202010",17,29,29
8287397,"202015",3,3,32
8287397,"202020",14,14,46
8287397,"202030",0,3,NA
8287397,"202110",16,16,65
8287397,"202120",16,16,81
8287397,"202210",15,15,96
8287397,"202220",0,16,112
8287397,"202310",12,12,124
8287397,"202320",12,12,136
8287473,"202010",14,28,28
8287473,"202020",15,15,43
8287473,"202030",5,5,48
8287473,"202110",16,16,64
8287473,"202120",15,15,79
8287473,"202130",3,3,82
8287473,"202210",12,12,94
8287473,"202220",12,12,106
8287473,"202310",12,12,118
8287473,"202320",12.5,12.5,130.5
8287518,"202010",15,48,48
8287518,"202020",15,15,63
8287518,"202110",15,15,78
8287518,"202120",14,14,92
8287518,"202210",15,15,107
8287518,"202220",12,12,119
8287518,"202310",15,15,134
8287518,"202320",15,15,149
8287549,"202010",18,27,27
8287549,"202020",15,15,42
8287549,"202110",17,17,59
8287549,"202120",18,18,77
8287549,"202210",17,17,94
8287549,"202220",20,20,114
8287549,"202310",15,15,129
8287549,"202320",14,14,143
8288226,"202010",12,12,12
8288226,"202020",15,15,27
8288226,"202030",0,5,NA
8288226,"202110",15,15,47
8288226,"202120",12,12,59
8288226,"202130",3,3,62
8288226,"202210",15,15,77
8288226,"202215",6,6,83
8288226,"202220",18,18,101
8288226,"202310",15,15,116
8288226,"202320",12,12,128
8288383,"202010",15,29,29
8288383,"202015",3,3,32
8288383,"202020",15,15,47
8288383,"202030",6,6,53
8288383,"202110",17,20,73
8288383,"202120",15,15,88
8288383,"202210",17,17,105
8288383,"202215",3,3,108
8288383,"202220",16,16,124
8288383,"202310",13,13,137
8288383,"202320",12,12,149
8288701,"202010",16,83,83
8288701,"202020",16,16,99
8288701,"202030",3,8,107
8288701,"202110",18,18,125
8288701,"202120",19,19,144
